chemical_name,alt_names,casrn,inchikey,mdl_value_ng_L,n_sources,all_reported_values_ng_L,limit_types_reported,source_files
2-Morpholinothiobenzothiazole,,102-77-2,MHKLKWCYGIBEQF-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Naphthalene sulfonic acid,,120-18-3,KVBGVZZKJNLNJU-UHFFFAOYSA-N,8.0,2,8.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Naphthol-8-sulfonic acid,,132-57-0,HUYJTJXLNBOVFO-UHFFFAOYSA-N,0.2,3,0.2; 0.5; 5.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Nitroaniline,,88-74-4,DPJCXCZTLWNFOH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Octyl-4-isothiazolin-3-one,,26530-20-1,JPMIIZHYYWMHDT-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Oxindole,,59-48-3,JYGFTBXVXVMTGB-UHFFFAOYSA-N,0.5,2,0.5; 25.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Phenylphenol,,90-43-7,LLEMOWNGBBNAJR-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Thiouracil,,141-90-2,ZEMGGZBWXRYJHK-UHFFFAOYSA-N,15.0,1,15.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
2-Trifluoromethyl-benzenesulfonamide,,1869-24-5,AFFPZJFLSDVZBV-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3,3'-Dichlorobenzidine",,91-94-1,HUWXDEQWWKGHRV-UHFFFAOYSA-N,0.5,2,0.5; 16.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3,3'-Dimethylbenzidine","3,3,3'-Dimethylbenzidine",119-93-7,NUIURNJTPRWVAP-UHFFFAOYSA-N,0.5,2,0.5; 10.0,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3,4,5-Trichlorophenol",,609-19-8,GBNHEBQXJVDXSW-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3,4-Dichlorophenylurea",,2327-02-8,CYESCLHCWJKRKM-UHFFFAOYSA-N,5.0,3,5.0; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3,5,6-Trichloro-2-pyridinol",,6515-38-4,WCYYAQFQZQEUEN-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3,5-Dimethyl-1-hexyn-3-ol",,107-54-0,NECRQCBKTGZNMH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
3-Aminoacetophenon,3-Aminoacetophenone,99-03-6,CKQHAYFOPRIUOM-UHFFFAOYSA-N,0.1,3,0.1; 0.5; 35.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
3-bromocarbazole,,1592-95-6,LTBWKAYPXIIVPC-UHFFFAOYSA-N,125.0,1,125.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
3-Chloro-4-methylaniline,,95-74-9,RQKFYFNZSHWXAW-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3-Cyclohexyl-1,1-dimethylurea",,31468-12-9,PZWXYRDNQYUIIU-UHFFFAOYSA-N,0.5,2,0.5; 104.0,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
3-Hydroxy-2-naphthoic acid,,92-70-6,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"3-Hydroxy-4,4'-dichlorodiphenyl sulfone",,NA,YMKGEGFPISSLQF-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
3-Iodopropynyl butylcarbamate,,55406-53-6,WYVVKGNFXHOCQV-UHFFFAOYSA-N,1.5,2,1.5; 2.75,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4'-Aminoacetanilide,,122-80-5,CHMBIJAOCISYEW-UHFFFAOYSA-N,15.0,3,15.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-DDD",,72-54-8,AHJKRLASYNVKDZ-UHFFFAOYSA-N,10.207485466041984,1,10.207485466041984,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-DDE",,72-55-9,UCNVFOCBFJOQAL-UHFFFAOYSA-N,3.630746583547011,1,3.630746583547011,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-DDMU",,1022-22-6,LNKQQZFLNUVWQQ-UHFFFAOYSA-N,6.100711424224449,1,6.100711424224449,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-DDT",,50-29-3,YVGGHNCTFXOJCH-UHFFFAOYSA-N,2.978980241532085,1,2.978980241532085,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-Diaminostilbene-2,2'-disulfonic acid",,NA,BKKCHPZQDBOJLI-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-Methylene-bis(2-methyl aniline)",,838-88-0,WECDUOXQLAIPQW-UHFFFAOYSA-N,0.5,3,0.5; 5.0; 20.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-Methylenedianiline",,101-77-9,YBRVSVVVWCFQMG-UHFFFAOYSA-N,0.3,2,0.3; 0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4,4'-Thiodianiline",,139-65-1,ICNFHJVPAJKPHW-UHFFFAOYSA-N,0.5,3,0.5; 50.0; 100.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-(Dimethylamino)pyridine,,1122-58-3,VHYFNPMBLIVWCW-UHFFFAOYSA-N,5.0,4,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4-Amino-N,N-dimethylbenzenesulfonamide",4-Amino-NN-dimethylbenzenesulfonamide,1709-59-7,BABGMPQXLCJMSK-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Aminoantipyrine,,83-07-8,RLFWWDJHLFCNIJ-UHFFFAOYSA-N,2.5,4,2.5; 18.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Aminobenzamide,,2835-68-9,QIKYZXDTTPVVAC-UHFFFAOYSA-N,20.0,2,20.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Aminodiphenylamine,,101-54-2,ATGUVEKSASEFFO-UHFFFAOYSA-N,0.5,2,0.5; 10.0,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4-Androsten-11beta-ol-3,17-dione",,382-44-5,WSCUHXPGYUMQEX-KCZNZURUSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4-Androstene-3,17-dione",,63-05-8,AEMFNILZOJDQLW-QAGGRKNESA-N,5.0,1,5.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Bromophenol,,106-41-2,GZFGOTFRPZRKDS-UHFFFAOYSA-N,50.0,1,50.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4-Chloro-2,5-dimethoxyaniline",,6358-64-1,YGUFQYGSBVXPMC-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Chloroaniline,,106-47-8,QSNSCYSYFYORTR-UHFFFAOYSA-N,0.5,2,0.5; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Chlorophenol,,106-48-9,WXNZTHHGJRFXKQ-UHFFFAOYSA-N,15.0,1,15.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Cumylphenol,,599-64-4,QBDSZLJBMIMQRS-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Fluorobenzoylpropionic acid,,366-77-8,WUYWHIAAQYQKPP-UHFFFAOYSA-N,10.0,1,10.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Formyl-antipyrine,,950-81-2,QFYZFYDOEJZMDX-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"4-Hydroxy-1-(2-hydroxyethyl)-2,2,6,6-tetramethylpiperidine",,52722-86-8,STEYNUVPFMIUOY-UHFFFAOYSA-N,0.5,2,0.5; 5.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Hydroxybenzotriazole,,26725-51-9,JMTMSDXUXJISAY-UHFFFAOYSA-N,5.0,4,5.0; 11.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Hydroxycoumarin,,1076-38-6,VXIXUWQIVKSKSA-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Hydroxyquinoline,,611-36-9,PMZDQRJGMBOQBF-UHFFFAOYSA-N,0.5,2,0.5; 5.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Hydroxytamoxifen,,68392-35-8,TXUZVZSFRXZGTL-UHFFFAOYSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Isopropylaniline,,99-88-7,LRTFPLFDLJYEKT-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Methoxybenzenesulfonic acid,,5857-42-1,IWYVYUZADLIDEY-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Methylanisole,,104-93-8,CHLICZRVGGXEOD-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Methylbenzylidene camphor,,36861-47-9,HEOCBCNFKCOKBX-UHFFFAOYSA-N,0.5,3,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Methylmorpholine-N-oxide,,7529-22-8,LFTLOKWAGJYHHR-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Methylphenol,,106-44-5,IWDCLRJOBJJRNH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Nitroguaiacol,,3251-56-7,IZLVFLOBTPURLP-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Nitrophenol,,100-02-7,BTJIUGUIPKRLHP-UHFFFAOYSA-N,0.2,3,0.2; 0.5; 10.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-Nitroquinoline-1-oxide,,56-57-5,YHQDZJICGQWFHK-UHFFFAOYSA-N,0.5,2,0.5; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4-tert-Butylbenzenesulfonamide,,6292-59-7,KYDZEZNYRFJCSA-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
4H-Cyclopenta[def]phenanthrene,,203-64-5,RKZDZWJDQTZDLD-UHFFFAOYSA-N,5.884840027993485,1,5.884840027993485,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Amino-o-cresol,,2835-95-2,DBFYESDCPWWCHN-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Aminonaphthalene-2-sulfonic acid,,119-79-9,UWPJYQYRSWYIGZ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Carboline,,244-69-9,RDMFHRSPDKWERA-UHFFFAOYSA-N,0.5,2,0.5; 10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Chlorobenzotriazole,,94-97-3,PZBQVZFITSVHAW-UHFFFAOYSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Fluorouracil,,51-21-8,GHASVSINZRGABV-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Hydroxyindole-3-acetic acid,,54-16-0,DUUGKQCEGZLZNO-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
5-Methyl-1H-benzotriazole,,136-85-6,LRUDIIUSNGCQKF-UHFFFAOYSA-N,2.0,4,2.0; 11.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"6,2-fluorotelomer sulfonic acid",6:2 fluorotelomer sulfonic acid,27619-97-2,VIONGDJUYAYOPU-UHFFFAOYSA-N,1.0,4,1.0; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
6-beta-Hydroxycortisol,,53-35-0,GNFTWPCIRXSCQF-UJXAPRPESA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
6-Ethyl-2-toluidine,,24549-06-2,JJVKJJNCIILLRP-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
6-Mercaptopurine,,50-44-2,GLVAUDGFNGKCSF-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
6-Propyl-2-thiouracil,,51-52-5,KNAHARQHSZJURB-UHFFFAOYSA-N,15.0,3,15.0; 50.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
6alpha Methylprednisolone,,83-43-2,VHRSUDSXCMQTMA-PJHHCJLFSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
7-(Ethylamino)-4-methylcoumarin,,28821-18-3,OTNIKUTWXUODJZ-UHFFFAOYSA-N,0.1,3,0.1; 0.5,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
7-Amino-4-methylcoumarin,,26093-31-2,GLNDAGDHSLMOKX-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
7-Diethylamino-4-methylcoumarin,,91-44-1,AFYCEAFSNDLKSX-UHFFFAOYSA-N,0.7,3,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
7-Hydroxymethotrexate,,5939-37-7,HODZDDDNGRLGSI-NSHDSACASA-N,25.0,2,25.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
7-Oxolithocholic acid,,4651-67-6,DXOCDBGWDZAYRQ-AURDAFMXSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
9-vinylanthracene,,2444-68-0,OGOYZCQQQFAGRI-UHFFFAOYSA-N,23.135501188067128,1,23.135501188067128,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Abamectin,,71751-41-2,RRZXIRBKKLTSOM-XPNPUAGNSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acenaphthene,,83-32-9,CWRYPZZKDGJXCA-UHFFFAOYSA-N,32.97098138453258,1,32.97098138453258,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acenaphthylene,,208-96-8,HXGDTGSAIMULJN-UHFFFAOYSA-N,6.8018247317551666,1,6.8018247317551666,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acesulfame,,33665-90-6,YGCFIWIQZPHFLU-UHFFFAOYSA-N,15.0,2,15.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acetaminophen,,103-90-2,RZVAJINKPMORJF-UHFFFAOYSA-N,18.0,3,18.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acetamiprid,,135410-20-7,WCXDHFDTOYPNIE-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acetochlor,,34256-82-1,VTNQPKFIQCLBDU-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acetyl-sulfamethoxazole,,21312-10-7,GXPIUNZCALHVBA-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Aclonifen,,277-704-1,DDBMQDADIHOWIC-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acridine,,260-94-6,DZBUGLKDJFMEHC-UHFFFAOYSA-N,0.5,2,0.5; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acridone,,578-95-0,FZEYVTFCMJSGMP-UHFFFAOYSA-N,0.1,4,0.1; 0.5; 10.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acrinathrin,,101007-06-1,YLFSVIMMRPNPFK-WEQBUNFVSA-N,22.5,1,22.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acrylamide,,79-06-1,HRPVXLWXLXDGHG-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Acyclovir,,59277-89-3,MKUXAQIIEYXACX-UHFFFAOYSA-N,20.0,1,20.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Adiponitrile,,111-69-3,BTGRAWJCKBQKAO-UHFFFAOYSA-N,0.5,2,0.5; 104.6,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Albendazole,,54965-21-8,HXHWSAZORRCQMX-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Aldosterone,,52-39-1,PQSUYGKTWSAVDQ-ZVIOFETBSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
