chemical_name,alt_names,casrn,inchikey,mdl_value_ng_L,n_sources,all_reported_values_ng_L,limit_types_reported,source_files
Octocrylene,,6197-30-4,FMJSMJQBSVNSBF-UHFFFAOYSA-N,10.0,1,10.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
"Octyl-3,5-di-tert-butyl-4-hydroxyhydrocinnamate",,125643-61-0,CFXCGWWYIDZIMU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Octyl-methoxycinnamate,,5466-77-3,YBGZDTIWKVFICR-JLHYYAGUSA-N,1.5,2,1.5; 5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ofloxacin,,82419-36-1,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,20.0,2,20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Omethoate,,1113-02-6,PZXOQEXFMJCDPG-UHFFFAOYSA-N,0.5,2,0.5; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Ondansetron,,99614-02-5,FELGMEQIXOGIFQ-UHFFFAOYSA-N,2.0,4,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Orlistat,,96829-58-2,AHLBNYSZXLDEJQ-FWEHEUNISA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oryzalin,,19044-88-3,UNAHYJYOSSSJHH-UHFFFAOYSA-N,0.5,2,0.5; 4.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oxadiazone,,19666-30-9,CHNUNORXWHYHNE-UHFFFAOYSA-N,5.0,3,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oxasulfuron,,144651-06-9,IOXAXYHXMLCCJJ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oxazepam,,604-75-1,ADIMAYPTOBDMTL-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oxybutynin,,5633-20-5,XIQVNETUBQGFHX-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oxyfluorfen,,42874-03-3,OQMBBFQZGJFLBU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Oxypurinol,,2465-59-0,HXNFUBHNUDHIGC-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
p-Benzyldiphenyl,,613-42-3,AGPLQTQFIZBOLI-UHFFFAOYSA-N,2.5835942652395314,1,2.5835942652395314,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
p-Chlorocresol,,59-50-7,CFKMVGJGLGKFKI-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
p-Terphenyl,,92-94-4,XJKSTNDFUHDPQJ-UHFFFAOYSA-N,9.76971333511537,1,9.76971333511537,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
p-Toluenesulfonamide,p-Toluenesulfonamide_M+NH4,70-55-3,LMYRWZFENFIFIT-UHFFFAOYSA-N,5.0,3,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
p-Tolylsulfate,,3233-58-7,WGNAKZGUSRVWRH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Palmitoylethanolamide,,544-31-0,HXYVTAGFYLMHSO-UHFFFAOYSA-N,0.5,2,0.5; 10.6,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Paramethasone,,53-33-8,MKPDWECBUAZOHP-AFYJWTTESA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Parathion-methyl,,298-00-0,RLBIQVVOMOPOHC-UHFFFAOYSA-N,10.0,1,10.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Paraxanthine,,611-59-6,QUNWUDVFRNGTCO-UHFFFAOYSA-N,0.5,2,0.5; 13.1,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Paroxetine,,61869-08-7,AHOUBRCZNHFOSL-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 101,,37680-73-2,LAHWLEDBADHJGA-UHFFFAOYSA-N,1.3383524294172833,1,1.3383524294172833,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 118,,31508-00-6,IUTPYMGCWINGEY-UHFFFAOYSA-N,8.741717392254825,1,8.741717392254825,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 138,,35065-28-2,RPUMZMSNLZHIGZ-UHFFFAOYSA-N,11.112360409323575,1,11.112360409323575,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 149,,38380-04-0,LKHLFUVHHXCNJH-UHFFFAOYSA-N,3.676259529442188,1,3.676259529442188,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 153,,35065-27-1,MVWHGTYKUMDIHL-UHFFFAOYSA-N,14.357703961824697,1,14.357703961824697,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 170,,35065-30-6,RMPWIIKNWPVWNG-UHFFFAOYSA-N,28.020278250732574,1,28.020278250732574,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 18,,37680-65-2,DCMURXAZTZQAFB-UHFFFAOYSA-N,9.59764500844838,1,9.59764500844838,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 180,,35065-29-3,WBHQEUPUMONIKF-UHFFFAOYSA-N,17.264252470843935,1,17.264252470843935,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 194,,35694-08-7,DTMRKGRREZAYAP-UHFFFAOYSA-N,40.61121022722914,1,40.61121022722914,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 209,,2051-24-3,ONXPZLFXDMAPRO-UHFFFAOYSA-N,28.884884833375104,1,28.884884833375104,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 28,,7012-37-5,BZTYNSQSZHARAZ-UHFFFAOYSA-N,2.766626547743009,1,2.766626547743009,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 44,,41464-39-5,ALDJIKXAHSDLLB-UHFFFAOYSA-N,2.717667165603246,1,2.717667165603246,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
PCB 52,,35693-99-3,HCWZEPKLWVAEOV-UHFFFAOYSA-N,3.846670826531813,1,3.846670826531813,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pencycuron,,66063-05-6,OGYFATSSENRIKG-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pendimethalin,,40487-42-1,CHIFOSRWCNZCFN-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pentachlorobenzene,,608-93-5,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,1.9401988813060327,1,1.9401988813060327,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pentachloroethane,,76-01-7,BNIXVQGCZULYKV-UHFFFAOYSA-N,128.96428036580286,1,128.96428036580286,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pentachloronitrobenzene,,82-68-8,LKPLKUMXSAEKID-UHFFFAOYSA-N,30.23116997121189,1,30.23116997121189,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pentobarbital,,76-74-4,WEXRUCMBJFQVBZ-UHFFFAOYSA-N,0.5,3,0.5; 50.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pentoxifylline,,6493-05-6,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorobutanoic acid,,375-22-4,YPJUNDFVDDCYIH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorodecanoic acid,,335-76-2,PCIUEQPBYFRTEM-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluoroheptanoic acid,,375-85-9,ZWBAMYVPMDSJGQ-UHFFFAOYSA-N,1.0,3,1.0; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorohexanoic acid,,307-24-4,PXUULQAPEKKVAH-UHFFFAOYSA-N,2.0,3,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorooctanesulfonamide,,754-91-6,RRRXPPIDPYTNJG-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorooctanesulfonic acid,,1763-23-1,YFSUTJLHUFNCNZ-UHFFFAOYSA-N,1.0,3,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorooctanoic acid,,335-67-1,SNGREZUHAYWORS-UHFFFAOYSA-N,0.1,4,0.1; 0.4; 0.5; 20.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perfluorotetradecanoic acid,,376-06-7,RUDINRUXCKIXAJ-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Permethrin,,52645-53-1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,48.73177520056713,1,48.73177520056713,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Perylene,,198-55-0,CSHWQDPOILHKBI-UHFFFAOYSA-N,49.27053272786896,1,49.27053272786896,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pethoxamid,,106700-29-2,CSWIKHNSBZVWNQ-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phantolide,,15323-35-0,VDBHOHJWUDKDRW-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phenanthrene,,85-01-8,YNPNZTXNASCQKK-UHFFFAOYSA-N,28.07952458960888,1,28.07952458960888,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phenazone,,60-80-0,VEQOALNAAJBPNY-UHFFFAOYSA-N,0.5,4,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phenothiazine,,92-84-2,WJFKNYWRSNBZNX-UHFFFAOYSA-N,0.5,2,0.5; 1.9,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phenylbenzimidazole sulfonic acid,,27503-81-7,UVCJGUGAGLDPAA-UHFFFAOYSA-N,5.0,4,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phenylethylmalonamide,,7206-76-0,JFZHPFOXAAIUMB-UHFFFAOYSA-N,0.1,3,0.1; 0.5; 20.0,LOQ; MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phenylphosphate,,701-64-4,CMPQUABWPXYYSH-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phloretin,,60-82-2,VGEREEWJJVICBM-UHFFFAOYSA-N,0.5,2,0.5,LOQ; MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phthalamic acid,,88-97-1,CYMRPDYINXWJFU-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Phthalonitrile,,91-15-6,XQZYPMVTSDWCCE-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Picolinafen,,137641-05-5,CWKFPEBMTGKLKX-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Picoxystrobin,,117428-22-5,IBSNKSODLGJUMQ-SDNWHVSQSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pindolol,,13523-86-9,JZQKKSLKJUAGIC-UHFFFAOYSA-N,2.0,3,2.0; 20.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pioglitazone,,111025-46-8,HYAFETHFCAUJAY-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pipamperone,,1893-33-0,AXKPFOAXAHJUAG-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Piperine,,94-62-2,MXXWOMGUGJBKIW-YPCIICBESA-N,0.1,4,0.1; 0.5; 2.0,LOQ; MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Piperonyl butoxide,,51-03-6,FIPWRIJSWJWJAI-UHFFFAOYSA-N,5.0,3,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pirimicarb,,23103-98-2,YFGYUFNIOHWBOB-UHFFFAOYSA-N,0.5,3,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pirimiphos-methyl,,29232-93-7,QHOQHJPRIBSPCY-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prallethrin,,23031-36-9,SMKRKQBMYOFFMU-UHFFFAOYSA-N,67.1413652852645,1,67.1413652852645,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pravastatin,,81093-37-0,TUZYXOIXSAXUGO-UHFFFAOYSA-N,2.0,2,2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv
Pravastatin,,81093-37-0,TUZYXOIXSAXUGO-PZAWKZKUSA-N,2.0,1,2.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prednisolone,,50-24-8,OIGNJSKKLXVSLS-VWUMJDOOSA-N,4.0,2,4.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prednisone,,53-03-2,XOFYZVNMUHMLCC-ZPOLXVRWSA-N,1.0,1,1.0,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Primidone,,125-33-7,DQMZLTXERSFNPB-UHFFFAOYSA-N,10.0,2,10.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prochloraz,,67747-09-5,TVLSRXXIMLFWEO-UHFFFAOYSA-N,0.5,2,0.5; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prochloraz BTS40348,,67747-01-7,CLFQSOIBYICELN-UHFFFAOYSA-N,0.5,2,0.5,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prochloraz BTS44596,,139542-32-8,RHDVQZWCBQXOJW-UHFFFAOYSA-N,0.5,2,0.5; 0.75,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Progesterone,,57-83-0,RJKFOVLPORLFTN-LEKSSAKUSA-N,1.0,2,1.0,MDL,FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Promethazin,,60-87-7,PWWVAXIEGOYWEE-UHFFFAOYSA-N,5.0,2,5.0,MDL,MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propachlor,,1918-16-7,MFOUDYKPLGXPGO-UHFFFAOYSA-N,0.7,3,0.7; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propamocarb,,24579-73-5,WZZLDXDUQPOXNW-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propanil,,709-98-8,LFULEKSKNZEWOE-UHFFFAOYSA-N,1.0,2,1.0; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propargite,,2312-35-8,ZYHMJXZULPZUED-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propiconazole,,60207-90-1,STJLVHWMYQXCPB-UHFFFAOYSA-N,0.7,4,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propoxycarbazone,,145026-81-9,JTHMVYBOQLDDIY-UHFFFAOYSA-N,5.0,2,5.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propranolol,,525-66-6,AQHHHDLHHXJYJD-UHFFFAOYSA-N,1.0,4,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propylparaben,,94-13-3,QELSKZZBTMNZEB-UHFFFAOYSA-N,0.5,1,0.5,MDL,Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propyphenazone,,479-92-5,PXWLVJLKJGVOKE-UHFFFAOYSA-N,0.7,3,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Propyzamide,,23950-58-5,PHNUZKMIPFFYSO-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prosulfocarb,,52888-80-9,NQLVQOSNDJXLKG-UHFFFAOYSA-N,0.75,4,0.75; 1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); FRAM_Stenungsund_biotest_Frankfurt_ESIpos_ESIneg_draft_mdl.csv; MZQuant_FRAM_Stenungsund_2020_vRepository_vDRAFT.xlsx; Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prosulfuron,,94125-34-5,LTUNNEGNEKBSEH-UHFFFAOYSA-N,0.5,2,0.5; 2.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Prothioconazole-desthio,,120983-64-4,HHUQPWODPBDTLI-UHFFFAOYSA-N,0.7,2,0.7,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
Pyraclostrobin,,175013-18-0,HZRSNVGNWUDEFX-UHFFFAOYSA-N,1.0,2,1.0,MDL,FFM_Holtemme_LVSPE_final_released220411_V4.xlsx (cleaned_MDL-corrected); Target_ECs_WANA_2018_v4.xlsx (Target_ECs_WANA_2018_v2)
